session,protocol,src-address,src-port,dst-address,dst-port,flow,tcp-state,resolved,mark,cc,asn,threat,description,modified
2023-11-17_09-37-44,tcp,103.166.48.247,42506,74.125.130.95,443,OUT.bound,established,play.googleapis.com,,US,AS15169 google llc,,,
2023-11-17_09-37-44,tcp,103.166.48.247,42506,74.125.130.95,443,OUT.bound,established,photos.googleapis.com,,US,AS15169 google llc,,,
2023-11-17_09-37-44,tcp,103.166.48.247,42506,74.125.130.95,443,OUT.bound,established,userlocation.googleapis.com,,US,AS15169 google llc,,,
2023-11-17_09-37-44,tcp,103.166.48.247,42506,74.125.130.95,443,OUT.bound,established,deviceintegritytokens-pa.googleapis.com,,US,AS15169 google llc,,,
2023-11-17_09-37-44,tcp,103.166.48.247,42506,74.125.130.95,443,OUT.bound,established,youtubei.googleapis.com,,US,AS15169 google llc,,,
2023-11-17_09-37-44,tcp,103.166.48.247,42228,74.125.130.95,443,OUT.bound,established,play.googleapis.com,,US,AS15169 google llc,,,
2023-11-17_09-37-44,tcp,103.166.48.247,42228,74.125.130.95,443,OUT.bound,established,photos.googleapis.com,,US,AS15169 google llc,,,
2023-11-17_09-37-44,tcp,103.166.48.247,42228,74.125.130.95,443,OUT.bound,established,userlocation.googleapis.com,,US,AS15169 google llc,,,
2023-11-17_09-37-44,tcp,103.166.48.247,42228,74.125.130.95,443,OUT.bound,established,deviceintegritytokens-pa.googleapis.com,,US,AS15169 google llc,,,
2023-11-17_09-37-44,tcp,103.166.48.247,42228,74.125.130.95,443,OUT.bound,established,youtubei.googleapis.com,,US,AS15169 google llc,,,
2023-11-17_09-37-44,tcp,175.103.43.90,51223,103.166.48.210,899,IN.bound,established,,,ID,AS38320 pt maxindo mitra solusi,,,
2023-11-17_09-37-44,icmp,175.103.43.90,0,103.166.48.247,0,IN.bound,,,,ID,AS38320 pt maxindo mitra solusi,,,
2023-11-17_09-37-44,tcp,74.125.130.95,443,103.166.48.247,42262,IN.bound,established,,,US,AS15169 google llc,,,
2023-11-17_09-37-44,tcp,74.125.68.95,443,103.166.48.247,33196,IN.bound,established,,,US,AS15169 google llc,,,
2023-11-17_09-37-44,tcp,172.253.118.95,443,103.166.48.247,33702,IN.bound,established,,,US,AS15169 google llc,,,
2023-11-17_09-37-44,tcp,74.125.130.95,443,103.166.48.247,52666,IN.bound,established,,,US,AS15169 google llc,,,
2023-11-17_09-37-44,tcp,74.125.130.95,443,103.166.48.247,32780,IN.bound,established,,,US,AS15169 google llc,,,
2023-11-17_09-37-44,tcp,74.125.130.95,443,103.166.48.247,32806,IN.bound,established,,,US,AS15169 google llc,,,
2023-11-17_09-37-44,tcp,74.125.130.95,443,103.166.48.247,36946,IN.bound,established,,,US,AS15169 google llc,,,
2023-11-17_09-37-44,tcp,172.253.118.95,443,103.166.48.247,46174,IN.bound,established,,,US,AS15169 google llc,,,
2023-11-17_09-37-44,tcp,74.125.130.95,443,103.166.48.247,39916,IN.bound,established,,,US,AS15169 google llc,,,
2023-11-17_09-37-44,tcp,172.253.118.95,443,103.166.48.247,55424,IN.bound,established,,,US,AS15169 google llc,,,
2023-11-17_09-37-44,tcp,74.125.130.95,443,103.166.48.247,58844,IN.bound,established,,,US,AS15169 google llc,,,
2023-11-17_09-37-44,tcp,74.125.130.95,443,103.166.48.247,42276,IN.bound,established,,,US,AS15169 google llc,,,
2023-11-17_09-37-44,tcp,74.125.130.95,443,103.166.48.247,39958,IN.bound,established,,,US,AS15169 google llc,,,
2023-11-17_09-37-44,tcp,74.125.130.95,443,103.166.48.247,56154,IN.bound,established,,,US,AS15169 google llc,,,
2023-11-17_09-37-44,tcp,172.253.118.95,443,103.166.48.247,37592,IN.bound,established,,,US,AS15169 google llc,,,
2023-11-17_09-37-44,tcp,74.125.130.95,443,103.166.48.247,33676,IN.bound,established,,,US,AS15169 google llc,,,
2023-11-17_09-37-44,tcp,172.253.118.95,443,103.166.48.247,46048,IN.bound,established,,,US,AS15169 google llc,,,
2023-11-17_09-37-44,tcp,74.125.130.95,443,103.166.48.247,53692,IN.bound,established,,,US,AS15169 google llc,,,
2023-11-17_09-37-44,tcp,172.253.118.95,443,103.166.48.247,55444,IN.bound,established,,,US,AS15169 google llc,,,
2023-11-17_09-37-44,tcp,74.125.130.95,443,103.166.48.247,36978,IN.bound,established,,,US,AS15169 google llc,,,
2023-11-17_09-37-44,tcp,8.241.129.126,80,103.166.48.247,63988,IN.bound,established,,,US,AS3356 level 3 parent  llc,,,
2023-11-17_09-37-44,tcp,172.253.118.95,443,103.166.48.247,44576,IN.bound,established,,,US,AS15169 google llc,,,
2023-11-17_09-37-44,tcp,172.253.118.95,443,103.166.48.247,33212,IN.bound,established,,,US,AS15169 google llc,,,
