protocol,src-address,src-port,dst-address,dst-port,tcp-state,connection-mark,resolved
tcp,13.13.13.2,63584,103.30.246.172,1433,established,LOKAL.c,
udp,13.13.13.2,25409,43.250.156.128,6526,,INTL.c,
udp,13.13.13.2,25409,182.178.68.222,21691,,INTL.c,
tcp,13.13.13.2,49387,142.251.10.188,5228,established,LOKAL.c,
tcp,13.13.13.2,48144,157.240.208.3,443,established,LOKAL.c,
tcp,13.13.13.2,38414,188.172.198.143,443,established,INTL.c,
udp,13.13.13.2,25409,193.33.230.54,28154,,INTL.c,
tcp,13.13.13.2,49181,34.141.12.164,443,established,LOKAL.c,
tcp,13.13.13.2,65088,103.107.198.66,443,established,INTL.c,
tcp,150.242.182.187,80,175.103.46.90,37456,established,,
tcp,192.168.50.6,51665,144.195.96.115,443,established,,
udp,13.13.13.2,25409,178.248.114.13,47258,,INTL.c,
udp,45.155.91.237,5113,175.103.46.89,5060,,,
udp,13.13.13.2,25409,95.25.35.139,60433,,INTL.c,
udp,13.13.13.2,25409,61.1.225.174,16689,,INTL.c,
tcp,13.13.13.2,49675,23.106.252.75,443,established,INTL.c,
udp,13.13.13.2,25409,103.215.224.145,14433,,INTL.c,
tcp,13.13.13.2,65465,157.240.217.17,443,established,LOKAL.c,
tcp,13.13.13.2,62327,103.30.245.99,1433,established,LOKAL.c,
tcp,13.13.13.2,51413,74.125.130.188,443,established,LOKAL.c,
udp,13.13.13.2,25409,5.130.88.118,30232,,INTL.c,
tcp,13.13.13.2,49180,142.251.12.188,5228,established,LOKAL.c,
tcp,13.13.13.2,50115,20.198.119.84,443,established,INTL.c,
udp,13.13.13.2,25409,103.104.49.129,25639,,INTL.c,
udp,13.13.13.2,25409,91.205.25.95,8555,,INTL.c,
tcp,185.224.128.184,4157,175.103.46.91,80,established,,
tcp,13.13.13.2,52882,31.13.95.34,443,established,LOKAL.c,
gre,125.164.8.95,,175.103.46.94,,,LOKAL.c,
tcp,13.13.13.2,56222,23.108.101.65,443,established,INTL.c,
tcp,13.13.13.2,56223,172.253.118.188,443,established,LOKAL.c,
