session,protocol,src-address,src-port,dst-address,dst-port,flow,tcp-state,resolved,mark,cc,asn,threat,description,modified
2023-11-28_09-01-19,tcp,192.168.98.18,42922,74.125.24.95,443,OUT.bound,established,,,US,AS15169 google llc,,,
2023-11-28_09-01-19,tcp,192.168.99.119,44070,129.227.40.230,443,OUT.bound,established,,,ID,AS21859 zenlayer inc,,,
2023-11-28_09-01-19,tcp,192.168.97.103,51464,156.59.238.3,443,OUT.bound,established,,,SG,ASNone ,,,
2023-11-28_09-01-19,tcp,192.168.97.243,45606,138.113.21.138,443,OUT.bound,established,,,CN,ASNone ,,,
2023-11-28_09-01-19,tcp,192.168.97.111,48156,142.251.175.94,443,OUT.bound,established,,,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000
2023-11-28_09-01-19,tcp,192.168.97.111,42734,203.161.21.200,443,OUT.bound,established,,,ID,AS133840 pt jala lintas media,,,
2023-11-28_09-01-19,tcp,202.148.26.6,23,77.239.219.80,35896,Other,established,,,,,,,
2023-11-28_09-01-19,tcp,122.144.6.228,23,175.107.0.218,55997,OUT.bound,established,,INTL.c,PK,ASNone ,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-26T20:30:44.043000
2023-11-28_09-01-19,tcp,202.148.26.3,22,198.235.24.205,62204,Other,established,,,,,,,
2023-11-28_09-01-19,tcp,122.144.6.226,47400,34.149.160.135,80,OUT.bound,established,,INTL.c,US,AS15169 google llc,,,
2023-11-28_09-01-19,tcp,192.168.98.59,42382,8.219.100.30,443,OUT.bound,established,,,SG,AS45102 alibaba (us) technology co.  ltd.,,,
2023-11-28_09-01-19,tcp,122.144.6.226,55552,172.253.118.188,5228,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,router conns,Proto NATed Address  - 192.5.8  Â 1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000
2023-11-28_09-01-19,tcp,192.168.97.113,54368,163.181.81.33,443,OUT.bound,established,,,US,AS24429 zhejiang taobao network co. ltd,,,
2023-11-28_09-01-19,tcp,202.148.26.4,23,175.107.0.162,46719,Other,established,,,,,,,
2023-11-28_09-01-19,tcp,122.144.6.226,36054,142.251.175.188,5228,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,,,
2023-11-28_09-01-19,tcp,202.148.26.4,443,36.85.78.229,50666,Other,established,,,,,,,
2023-11-28_09-01-19,tcp,192.168.98.72,49964,142.251.175.119,443,OUT.bound,established,,,US,AS15169 google llc,,,
2023-11-28_09-01-19,tcp,122.144.6.226,44036,64.233.170.188,5228,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,,,
2023-11-28_09-01-19,tcp,122.144.6.226,60354,52.108.186.3,443,OUT.bound,established,,INTL.c,US,AS8075 microsoft corporation,,,
2023-11-28_09-01-19,tcp,202.148.26.4,23,42.229.135.104,40834,Other,established,,,,,,,
2023-11-28_09-01-19,tcp,122.144.6.226,33052,74.125.130.188,5228,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,,,
2023-11-28_09-01-19,tcp,202.148.26.3,22,170.64.210.169,35282,Other,established,,,,,,,
2023-11-28_09-01-19,tcp,192.168.97.103,41086,31.13.95.61,5222,OUT.bound,established,,,ID,AS32934 facebook  inc.,,,
2023-11-28_09-01-19,tcp,192.168.99.142,56572,204.79.197.254,443,OUT.bound,established,,,US,AS8068 microsoft corporation,,,
2023-11-28_09-01-19,tcp,122.144.6.226,39046,74.125.68.188,5228,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,pc connections,pulled from router,2022-05-20T00:01:19.453000
2023-11-28_09-01-19,tcp,192.168.99.158,58596,8.219.106.34,31006,OUT.bound,established,,,SG,AS45102 alibaba (us) technology co.  ltd.,,,
2023-11-28_09-01-19,tcp,192.168.97.93,49811,203.161.21.40,443,OUT.bound,established,,,ID,AS133840 pt jala lintas media,,,
2023-11-28_09-01-19,tcp,192.168.97.111,42026,23.215.35.92,443,OUT.bound,established,,,FR,AS20940 akamai international b.v.,,,
2023-11-28_09-01-19,tcp,202.148.26.3,22,198.235.24.244,59304,Other,established,,,,,,,
2023-11-28_09-01-19,tcp,192.168.99.112,35068,31.13.95.61,5222,OUT.bound,established,,,ID,AS32934 facebook  inc.,,,
2023-11-28_09-01-19,tcp,192.168.98.58,46624,74.125.200.19,443,OUT.bound,established,,,US,AS15169 google llc,,,
2023-11-28_09-01-19,tcp,213.211.242.74,49875,122.144.6.226,56001,IN.bound,established,,INTL.c,DE,AS43341 mdlink online service center gmbh,,,
2023-11-28_09-01-19,tcp,122.144.6.226,59744,142.251.175.188,5228,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,,,
2023-11-28_09-01-19,tcp,202.148.26.4,22,218.92.0.47,22514,Other,established,,,,,,,
2023-11-28_09-01-19,tcp,192.168.96.23,41644,206.84.112.27,443,OUT.bound,established,,,ID,AS64315 pt mitra visioner pratama,,,
2023-11-28_09-01-19,tcp,202.148.26.4,3306,103.248.199.90,50742,Other,established,,,,,,,
2023-11-28_09-01-19,tcp,71.56.27.41,16856,122.144.6.226,56001,IN.bound,established,,INTL.c,US,AS7922 comcast,,,
2023-11-28_09-01-19,tcp,122.144.6.226,52451,203.27.106.13,443,OUT.bound,established,,INTL.c,AU,AS137409 gsl networks pty ltd,,,
2023-11-28_09-01-19,tcp,192.168.97.243,41540,45.121.219.251,443,OUT.bound,established,,,ID,AS131702 moratelindo internet exchange,,,
2023-11-28_09-01-19,tcp,192.168.98.21,33846,34.160.198.79,443,OUT.bound,established,,,US,AS15169 google llc,,,
2023-11-28_09-01-19,tcp,122.144.6.226,58059,203.161.21.169,80,OUT.bound,established,,INTL.c,ID,AS133840 pt jala lintas media,,,
2023-11-28_09-01-19,tcp,192.168.97.150,33400,149.129.208.121,443,OUT.bound,established,,,ID,AS45102 alibaba (us) technology co.  ltd.,,,
2023-11-28_09-01-19,tcp,192.168.100.5,58686,31.13.95.9,443,OUT.bound,established,,,ID,AS32934 facebook  inc.,,,
2023-11-28_09-01-19,tcp,173.21.177.77,49245,122.144.6.230,23,IN.bound,established,,,US,AS30036 mediacom communications corp,IP Addresses Logged by the Rosethorn PotNet,Logs of IP trying to hack into my Particle Photon and Cloud Honeypot instance,2023-11-28T01:32:00.864000
2023-11-28_09-01-19,tcp,192.168.98.28,53008,203.161.21.200,443,OUT.bound,established,,,ID,AS133840 pt jala lintas media,,,
2023-11-28_09-01-19,tcp,122.144.6.226,57879,40.99.33.146,443,OUT.bound,established,,INTL.c,US,AS8075 microsoft corporation,,,
2023-11-28_09-01-19,tcp,122.144.6.229,23,49.89.150.231,52023,OUT.bound,established,,INTL.c,CN,AS4134 chinanet,Scan port 23 Telnet (S3#),Scans hitting the server at TCP port 23 Telnet. Same IP should not appear more than once in 96 hours,2023-11-27T10:01:26.073000
2023-11-28_09-01-19,tcp,192.168.97.103,49156,31.13.95.9,443,OUT.bound,established,,,ID,AS32934 facebook  inc.,,,
2023-11-28_09-01-19,tcp,122.144.6.226,58791,157.240.208.60,443,OUT.bound,established,,LOKAL.c,ID,AS32934 facebook  inc.,,,
2023-11-28_09-01-19,tcp,192.168.98.57,51820,64.233.170.157,443,OUT.bound,established,,,US,AS15169 google llc,,,
2023-11-28_09-01-19,tcp,202.148.26.4,3306,36.67.236.67,53080,Other,established,,,,,,,
2023-11-28_09-01-19,tcp,192.168.97.101,46112,74.125.130.101,443,OUT.bound,established,,,US,AS15169 google llc,,,
2023-11-28_09-01-19,tcp,192.168.96.106,49920,35.241.31.20,443,OUT.bound,established,,,US,AS15169 google llc,,,
2023-11-28_09-01-19,tcp,192.168.99.151,35460,203.161.21.203,443,OUT.bound,established,,,ID,AS133840 pt jala lintas media,,,
2023-11-28_09-01-19,tcp,202.148.26.5,23,111.26.94.226,54081,Other,established,,,,,,,
2023-11-28_09-01-19,tcp,202.148.26.3,22,170.64.131.157,33054,Other,established,,,,,,,
2023-11-28_09-01-19,tcp,122.144.6.226,48554,31.13.95.61,443,OUT.bound,established,,LOKAL.c,ID,AS32934 facebook  inc.,,,
2023-11-28_09-01-19,tcp,192.168.96.82,50112,43.132.80.131,443,OUT.bound,established,,,SG,AS139341 ace,,,
2023-11-28_09-01-19,tcp,192.168.97.103,35768,74.125.24.94,443,OUT.bound,established,,,US,AS15169 google llc,,,
2023-11-28_09-01-19,tcp,202.148.26.4,23,175.107.0.162,37906,Other,established,,,,,,,
2023-11-28_09-01-19,tcp,122.144.6.226,48758,31.13.95.34,443,OUT.bound,established,,LOKAL.c,ID,AS32934 facebook  inc.,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-26T20:30:44.043000
2023-11-28_09-01-19,tcp,202.148.26.6,23,125.229.29.51,39554,Other,established,,,,,,,
2023-11-28_09-01-19,tcp,202.148.26.5,23,66.108.132.233,59278,Other,established,,,,,,,
2023-11-28_09-01-19,tcp,122.144.6.226,40528,47.245.127.164,8820,OUT.bound,established,,INTL.c,SG,AS45102 alibaba (us) technology co.  ltd.,,,
2023-11-28_09-01-19,icmp,175.103.43.90,,122.144.6.226,,IN.bound,,,,ID,AS38320 pt maxindo mitra solusi,,,
2023-11-28_09-01-19,tcp,192.168.97.111,37764,163.181.18.230,443,OUT.bound,established,,,ID,AS24429 zhejiang taobao network co. ltd,47.91.87.213 - alibaba,,2022-05-27T15:04:00.229000
2023-11-28_09-01-19,tcp,192.168.99.140,62494,64.233.170.188,5228,OUT.bound,established,,,US,AS15169 google llc,,,
2023-11-28_09-01-19,tcp,192.168.97.248,34642,152.67.92.122,443,OUT.bound,established,,,CH,AS31898 oracle corporation,LCIA:HoneyNet:2023,,2023-06-24T12:00:07.021000
2023-11-28_09-01-19,tcp,192.168.99.140,54059,31.13.95.60,443,OUT.bound,established,,,ID,AS32934 facebook  inc.,,,
2023-11-28_09-01-19,tcp,192.168.98.18,57750,18.143.223.125,443,OUT.bound,established,,,SG,AS16509 amazon.com inc,,,
